a,b,c,d
1.0,1.0,-1.0,9.999999999999994e-08
3162.2776601683804,10.000000000000002,0.0,3.162277660168386e-05
177827.9410038922,3.1622776601683795,-0.5,1.7782794100389257e-06
56.234132519034915,31.622776601683803,0.5,0.0005623413251903505
421.69650342858216,5.623413251903492,0.25,0.002371373705661662
1333521.4321633242,56.234132519034965,-0.75,7.498942093324566e-06
23713.737056616574,1.778279410038923,0.75,0.0001333521432163326
7.498942093324559,17.782794100389236,-0.25,4.2169650342858246e-07
20.53525026457146,4.216965034285823,0.875,1.5399265260594946e-05
64938.163157621144,42.16965034285825,-0.125,0.004869675251658644
3651741.272548375,1.333521432163324,0.375,8.659643233600663e-07
1154.7819846894583,13.335214321633245,-0.625,0.0002738419634264367
153.99265260594927,2.3713737056616555,-0.375,6.49381631576212e-05
486967.52516586345,23.71373705661657,0.625,2.053525026457146e-07
8659.643233600651,7.498942093324562,-0.875,0.0011547819846894607
2.7384196342643614,74.98942093324564,0.125,3.6517412725483788e-06
4.531583637600818,8.659643233600656,-0.0625,0.0001910952974970444
14330.125702369618,86.59643233600663,0.9375,6.042963902381333e-07
805842.1877614822,2.738419634264362,-0.5625,0.003398208328942567
254.82967479793467,27.384196342643627,0.4375,1.074607828321319e-05
1910.95297497044,1.539926526059492,0.6875,2.5482967479793513e-06
6042963.9023813335,15.399265260594923,-0.3125,0.0008058421877614834
107460.78283213174,4.869675251658633,0.1875,1.433012570236965e-07
33.982083289425596,48.69675251658635,-0.8125,4.531583637600829e-05
12.409377607517198,2.0535250264571463,0.0625,0.0016548170999431857
39241.89758484538,20.535250264571467,-0.9375,5.23299114681495e-06
2206734.0690845894,6.493816315762115,0.5625,9.305720409297001e-05
697.8305848598666,64.93816315762116,-0.4375,2.9427271762092826e-07
93.05720409296988,3.6517412725483775,-0.6875,1.2409377607517212e-06
294272.71762092796,36.517412725483794,0.3125,0.0003924189758484545
5232.991146814947,1.1547819846894583,-0.1875,2.2067340690845937e-05
1.6548170999431815,11.547819846894587,0.8125,0.006978305848598683
2.1287516617963727,3.39820832894256,0.40625,5.424690937011335e-05
6731.703824144987,33.98208328942561,-0.59375,1.7154378963428802e-07
378551.524925863,1.0746078283213174,0.90625,0.0009646616199112013
119.70850304957295,10.746078283213178,-0.09375,3.0505278902670293e-06
897.6871324473144,1.9109529749704406,-0.84375,1.2863969449369775e-05
2838735.964758756,19.109529749704418,0.15625,0.004067944321083057
50480.65716667468,6.04296390238133,-0.34375,7.233941627366761e-07
15.963385442879423,60.42963902381333,0.65625,0.0002287573200318402
43.71444812611089,1.433012570236963,-0.46875,0.008353625469578286
138237.22273579004,14.330125702369635,0.53125,2.6416483203860953e-05
7773650.302387757,4.531583637600819,-0.96875,0.00046975888167065036
2458.2440689201985,45.31583637600821,0.03125,1.485508017172776e-06
327.81211513934585,8.058421877614819,0.78125,3.522694651473106e-07
1036632.9284376974,80.58421877614822,-0.21875,0.00011139738599948048
18434.229924091105,2.548296747979347,0.28125,6.2643353665688665e-06
5.829415347136074,25.482967479793473,-0.71875,0.0019809567785503443
3.5226946514731017,2.9427271762092824,0.59375,5.048065716667478e-07
11139.738599948028,29.427271762092836,-0.40625,0.00015963385442879462
626433.5366568854,9.305720409296995,0.09375,8.97687132447316e-06
198.09567785503393,93.05720409296997,-0.90625,0.002838735964758761
1485.508017172775,5.232991146814948,-0.15625,0.0006731703824144995
4697588.816706493,52.32991146814949,0.84375,2.1287516617963746e-06
83536.2546957827,1.6548170999431817,-0.65625,3.785515249258635e-05
26.41648320386093,16.54817099943182,0.34375,1.1970850304957305e-07
9.64661619911199,6.978305848598666,-0.53125,4.371444812611096e-06
30505.27890267025,69.7830584859867,0.46875,0.001382372227357903
1715437.8963428803,2.20673406908459,-0.03125,2.4582440689202e-07
542.4690937011324,22.06734069084591,0.96875,7.773650302387774e-05
72.33941627366748,1.2409377607517196,0.21875,0.00032781211513934627
228757.32003183963,12.409377607517198,-0.78125,1.0366329284376983e-06
4067.944321083044,3.924189758484536,0.71875,0.00582941534713609
1.2863969449369745,39.24189758484539,-0.28125,1.843422992409112e-05
1.4590242156305606,6.264335366568858,0.640625,0.0015124725453106265
4613.839682733213,62.64335366568859,-0.359375,4.7828581416538e-06
259455.2721404017,1.9809567785503388,0.140625,8.505258154439983e-05
82.04696109024994,19.809567785503397,-0.859375,2.689598785575047e-07
615.2654101490373,1.1139738599948024,-0.109375,1.1341944035027579e-06
1945640.0615886345,11.139738599948027,0.890625,0.0003586637624484775
34598.91660869933,3.5226946514731017,-0.609375,2.0169145547303332e-05
10.941138105771856,35.22694651473104,0.390625,0.006378043838892193
29.96142741004364,2.6416483203860928,-0.734375,0.00017465760476621204
94746.3525655375,26.416483203860942,0.265625,5.5231584173071e-07
5327978.945865644,8.353625469578265,-0.234375,0.0031059002236247133
1684.8548794358392,83.53625469578265,0.765625,9.821718891880386e-06
224.67900918126438,4.697588816706493,0.015625,2.329096592460549e-06
710497.4114426788,46.97588816706494,-0.984375,0.0007365250122712297
12634.629176544695,1.4855080171727753,0.515625,1.309747264300591e-07
3.9954205589498866,14.855080171727757,-0.484375,4.141784514364413e-05
6.6116902624148155,1.7154378963428791,0.328125,2.8902639100224547e-05
20908.00041278719,17.1543789634288,-0.671875,0.009139816994654928
1175743.2659207107,5.424690937011328,0.828125,1.6253148373118664e-06
371.8026663914476,54.2469093701133,-0.171875,0.0005139696800771523
2788.126665413133,9.646616199111996,-0.921875,0.0001218814184842293
8816830.667755712,96.46616199111998,0.078125,3.854228868623106e-07
156787.8843826972,3.0505278902670265,-0.421875,0.0021673921695684224
49.58068241684657,30.50527890267027,0.578125,6.853895838650098e-06
18.10558243027122,4.067944321083048,-0.296875,1.876884293576221e-07
57254.87884358378,40.6794432108305,0.703125,5.935229272296999e-05
3219678.444251382,1.2863969449369745,-0.796875,3.3376246942920443e-06
1018.1517217181815,12.863969449369751,0.203125,0.0010554496008786057
135.77271421051842,2.287573200318396,0.953125,0.0044507940623560085
429351.0210083483,22.875732003183966,-0.046875,1.407464663339845e-05
7635.0608033833405,7.233941627366749,0.453125,0.00025028654311746117
2.414418221256639,72.33941627366754,-0.546875,7.914755439411165e-07
1.8768842935762189,1.8434229924091108,-0.203125,5.725487884358386e-06
5935.229272296989,18.43422992409111,0.796875,0.0018105582430271259
333762.4694292037,5.8294153471360755,-0.703125,3.2196784442513815e-07
105.54496008786032,58.294153471360794,0.296875,0.00010181517217181836
791.4755439411159,3.278121151393459,0.546875,0.00042935102100834905
2502865.4311746084,32.78121151393461,-0.453125,1.3577271421051866e-06
44507.940623559996,1.036632928437698,0.046875,0.007635060803383364
14.074646633398435,10.366329284376985,-0.953125,2.414418221256645e-05
38.54228868623106,7.773650302387761,0.171875,6.611690262414824e-07
121881.418484229,77.73650302387763,-0.828125,0.0002090800041278723
6853895.838650079,2.4582440689201976,0.671875,1.1757432659207131e-05
2167.3921695684176,24.582440689201984,-0.328125,0.0037180266639144847
289.02639100224513,1.3823722273578998,-0.578125,0.0008816830667755731
913981.6994654912,13.823722273579,0.421875,2.788126665413135e-06
16253.14837311864,4.371444812611091,-0.078125,4.958068241684661e-05
5.139696800771513,43.71444812611093,0.921875,1.5678788438269707e-07
3.1059002236247046,5.048065716667471,-0.765625,0.005327978945865653
9821.718891880379,50.48065716667474,0.234375,1.6848548794358422e-05
552315.8417307095,1.5963385442879423,-0.265625,0.00029961427410043714
174.6576047662118,15.96338544287943,0.734375,9.474635256553769e-07
1309.7472643005904,2.838735964758755,0.484375,2.2467900918126452e-07
4141784.514364404,28.38735964758756,-0.515625,7.104974114426798e-05
73652.50122712285,8.976871324473144,0.984375,3.99542055894989e-06
23.290965924605455,89.7687132447315,-0.015625,0.001263462917654471
8.505258154439963,1.19708503049573,0.859375,3.459891660869935e-05
26895.987855750416,11.970850304957304,-0.140625,1.0941138105771876e-07
1512472.5453106242,3.785515249258631,0.359375,0.0006152654101490386
478.2858141653792,37.85515249258632,-0.640625,1.9456400615886362e-06
63.78043838892176,6.731703824144985,-0.390625,8.204696109025002e-06
201691.45547303304,67.31703824144984,0.609375,0.002594552721404022
3586.637624484771,2.1287516617963727,-0.890625,4.613839682733219e-07
1.134194403502757,21.28751661796374,0.109375,0.00014590242156305635
1.2079007474252843,4.613839682733215,-0.4140625,9.057977759425665e-07
3819.717549283668,46.138396827332166,0.5859375,0.00028643840714933836
214798.50285170088,1.4590242156305606,-0.9140625,1.6107615346177164e-05
67.92525070055474,14.590242156305612,0.0859375,0.005093675216780149
509.36752167801365,2.594552721404016,0.8359375,0.0012079007474252875
1610761.5346177157,25.945527214040172,-0.1640625,3.8197175492836706e-06
28643.840714933787,8.204696109024992,0.3359375,6.792525070055489e-05
9.057977759425663,82.04696109024994,-0.6640625,2.147985028517011e-07
24.804544143141136,1.0941138105771857,0.4609375,1.860078401807284e-06
78438.85581451569,10.941138105771861,-0.5390625,0.0005882084376196882
4410941.012514944,3.4598916608699333,0.9609375,1.0459989534302559e-07
1394.8620224196495,34.59891660869934,-0.0390625,3.307739122992001e-05
186.0078401807282,6.1526541014903735,-0.7890625,0.00013948620224196536
588208.4376196867,61.52654101490376,0.2109375,4.410941012514951e-07
10459.989534302538,1.945640061588636,-0.2890625,0.002480454414314119
3.3077391229919955,19.456400615886366,0.7109375,7.84388558145158e-06
5.473703262878217,2.2467900918126444,-0.6015625,9.733773809039225e-05
17309.36954659055,22.467900918126453,0.3984375,3.078089546545678e-07
973377.3809039212,7.104974114426789,-0.1015625,0.0017309369546590601
307.80895465456734,71.04974114426794,0.8984375,5.4737032628782274e-06
2308.2415267613665,3.9954205589498875,0.1484375,2.3082415267613685e-05
7299300.614350418,39.95420558949889,-0.8515625,0.007299300614350442
129801.95990183817,1.2634629176544685,0.6484375,1.298019599018382e-06
41.046983804365446,12.634629176544692,-0.3515625,0.0004104698380436551
14.989296487202605,9.474635256553759,0.5234375,0.0035545223556118968
47400.31742312114,94.7463525655376,-0.4765625,1.1240386637720564e-05
2665515.731416116,2.996142741004364,0.0234375,0.00019988548118735126
842.9100850284559,29.961427410043655,-0.9765625,6.320933917507671e-07
112.40386637720562,1.684854879435839,-0.2265625,1.498929648720262e-07
355452.2355611887,16.848548794358393,0.7734375,4.7400317423121256e-05
6320.933917507674,5.327978945865642,-0.7265625,2.6655157314161186e-06
1.9988548118735103,53.27978945865645,0.2734375,0.0008429100850284578
2.5713207233666546,1.357727142105184,0.9921875,0.0004913672985920663
8131.230080630365,13.577271421051844,-0.0078125,1.5538398312749766e-06
457252.66989693133,4.2935102100834825,0.4921875,0.008737883498527194
144.5959903067412,42.93510210083483,-0.5078125,2.763161378454646e-05
1084.3169582371709,7.635060803383349,-0.2578125,6.552488237367154e-06
3428911.293575133,76.35060803383351,0.7421875,0.002072078717154225
60975.62352214592,2.4144182212566396,-0.7578125,3.684734918695218e-07
19.28218520789196,24.144182212566406,0.2421875,0.0001165215491703225
52.80271456481317,3.2196784442513797,-0.8828125,0.00100903504484145
166976.84466455612,32.19678444251381,0.1171875,3.19084898062911e-06
9389798.010476949,1.018151721718182,-0.3828125,5.6742210427964346e-05
2969.314848202479,10.18151721718182,0.6171875,1.7943462442492472e-07
395.96449889187943,1.810558243027122,0.3671875,7.566695371401173e-07
1252149.6890655567,18.105582430271227,-0.6328125,0.0002392799173428143
22266.720103519205,5.7254878843583805,0.8671875,1.3455698580999531e-05
7.041355154858088,57.254878843583846,-0.1328125,0.004255065502465422
4.255065502465411,6.611690262414818,0.0546875,2.5713207233666555e-07
13455.698580999522,66.11690262414818,-0.9453125,8.13123008063038e-05
