w,x,y,z
0.0,2.718281828459045,1.0,9.999999999999994e-08
80.59047825479162,22026.465794806754,0.0,0.0003162277660168387
38.22742035111195,23.624342922017807,0.25,5.6234132519035005e-06
127.42473450370656,54149865291659.586,0.25,0.017782794100389278
33.98951725464264,276.8326721227591,0.0625,0.01333521432163328
793.0887359416624,2.643464287837005e+24,0.5625,0.0004216965034285831
17.914048515710682,5.919662339596584,0.5625,0.00023713737056616592
35.82809703142138,52840795.922805406,0.0625,7.498942093324566e-06
12.744271083631055,67.82731800923125,0.765625,6.493816315762125e-05
467.28993973313885,2.0608503089410063e+18,0.015625,0.20535250264571525
20.15046187144817,3.794381546291953,0.140625,1.1547819846894594e-06
94.03548873342484,618600.1128327361,0.390625,0.003651741272548386
11.94438381625689,10.71209745042933,0.140625,0.00015399265260594938
310.5539792226793,19895055224.443886,0.390625,4.8696752516586344e-06
67.98862459192662,1806.1306857099312,0.765625,0.008659643233600677
75.54291621325184,3.6939559517474486e+32,0.015625,0.0002738419634264365
13.085339807095254,5765.4773669370015,0.00390625,0.0016548170999431849
828.7381877827,4.0583800650120073e+37,0.87890625,5.2329911468149566e-05
37.2415299729204,15.462529325366553,0.31640625,0.009305720409297013
151.7247517415276,781277582242.0472,0.19140625,0.0002942727176209287
11.634695176160086,4.664247557750461,0.47265625,3.9241897584845435e-06
240.45036697397518,4873218.99154327,0.09765625,0.012409377607517223
56.41460951227445,130.27860226602613,0.03515625,6.978305848598676e-07
171.69663764605278,1.4084158522123608e+21,0.66015625,0.002206734069084597
5.1717051246989065,7.795331481217929,0.00390625,0.0033982083289425687
217.2116152373541,828601803.8342435,0.87890625,0.00010746078283213185
94.85533196871931,661.0412978668409,0.31640625,0.0006042963902381337
425.2135571011557,1.5932573266974467e+28,0.19140625,1.910952974970442e-05
16.554126128480718,38.54171929087366,0.47265625,4.531583637600825e-06
459.83683690224245,7232873009207057.0,0.09765625,0.01433012570236967
9.888095945277467,3.1733315072528185,0.03515625,2.548296747979351e-05
5.816527026633807,103551.03344149412,0.66015625,0.08058421877614845
2.56746782286466,29.91046230152677,0.1650390625,0.0001843422992409114
299.53791266754376,573101118657544.8,0.3525390625,5.829415347136081e-06
13.8023784370583,2.928844065584361,0.8212890625,0.0010366329284377002
51.420625549825054,46447.5168015897,0.0087890625,3.278121151393463e-05
12.99413932103964,6.759527390550696,0.7119140625,2.4582440689202032e-05
283.9460073856812,199142209.82507107,0.0244140625,0.07773650302387783
65.44134403650683,421.13940299696844,0.1181640625,4.371444812611099e-06
167.40808939571522,1.75492585114974e+26,0.4306640625,0.013823722273579045
5.4134610178371085,4.191306797852136,0.2197265625,0.011970850304957335
169.62177855889615,1672994.516585314,0.2822265625,0.0003785515249258636
71.8992407317744,92.90557340363483,0.9384765625,0.0021287516617963785
353.7899147119059,4.79090634271216e+19,0.0009765625,6.73170382414499e-05
46.6779302537645,3160.298858598462,0.6103515625,2.8387359647587586e-06
1116.2113756334993,9.93760071081434e+34,0.0478515625,0.008976871324473166
25.02928028917701,12.785308623859736,0.0791015625,1.5963385442879453e-05
44.924349236984376,116711099112.59032,0.5166015625,0.05048065716667487
3.7055592266262263,18.967503565495612,0.3525390625,1.4855080171727775e-06
274.21138277034083,6027007664320.069,0.1650390625,0.004697588816706506
124.21087590438391,11000.768459522391,0.0087890625,8.353625469578284e-05
492.1563007532194,2.595555017196727e+40,0.8212890625,0.26416483203861
38.219214117257195,187.35236466704626,0.0244140625,0.0035226946514731092
803.9214003974791,5.328338280356325e+22,0.7119140625,0.00011139738599948039
18.754101774650852,5.232122879087253,0.4306640625,6.264335366568866e-05
54.17851623788026,15373733.579199767,0.1181640625,1.9809567785503405e-06
15.81707828662807,1073.0988342551714,0.2822265625,3.0505278902670307e-05
720.555788613057,2.0248703952515062e+30,0.2197265625,0.09646616199112025
31.678062432794245,9.085993655678896,0.0009765625,5.424690937011332e-07
138.93887031927304,3834637299.3254232,0.9384765625,0.0017154378963428834
5.312912654993722,3.458855523343102,0.0478515625,0.00040679443210830523
153.13689417334848,245089.22515088745,0.6103515625,1.2863969449369752e-05
32.61352146925371,50.612053454272576,0.5166015625,0.022875732003184022
9.882885293713255,1.1029087456088766e+17,0.0791015625,0.0007233941627366758
2.3664646084696384,525.4922101780857,0.410400390625,0.009474635256553777
528.510429224886,1.6056941492828045e+27,0.129150390625,0.00029961427410043714
24.69527994431073,7.249676002447057,0.019775390625,0.00016848548794358428
87.30654525766424,401038417.73343855,0.738525390625,5.327978945865651e-06
7.153999989306541,3.046440500268119,0.011962890625,1.2634629176544696e-06
161.31568603338283,68853.6557422773,0.793212890625,0.003995420558949895
36.81771668241959,33.87558849086759,0.371337890625,7.104974114426798e-05
